Customer No.,Exposure at Default (in lakh Rs.),Recovery (%),Probability of Default,
5465,10.78,23.02%,0.0015,0.012447666
5466,13.78,30.50%,0.0015,0.01436565
5467,3.93,30.09%,0.0089,0.024452421
5468,18.65,22.70%,0.0069,0.099473505
5469,8.23,28.91%,0.0097,0.056751858
5470,20.17,16.95%,0.0067,0.11223294
5471,6.72,28.40%,0.0022,0.010585344
5472,19.56,11.52%,0.0061,0.105570797
5473,8.88,26.47%,0.0022,0.014364821
5474,20.13,12.91%,0.0025,0.043828043
5475,19.46,15.20%,0.0084,0.138617472
5476,24.82,7.79%,0.0081,0.185380828
5477,20.77,26.54%,0.0045,0.068659389
5478,18.3,30.08%,0.0023,0.029429328
5479,8.02,22.11%,0.0009,0.0056221
5480,2.1,34.97%,0.0091,0.012427233
5481,1.08,24.02%,0.0036,0.002954102
5482,18.59,5.02%,0.0092,0.162442394
5483,18.36,0.39%,0.0047,0.085955461
5484,10.73,20.24%,0.0032,0.027386394
5485,15.05,35.73%,0.0067,0.064806655
5486,8.2,18.79%,0.001,0.00665922
5487,9.89,20.00%,0.0051,0.0403512
5488,4.83,24.55%,0.0079,0.028789457
5489,18.7,2.84%,0.0043,0.078126356
5490,8.97,28.84%,0.0096,0.061277299
5491,5.65,38.18%,0.0065,0.022703395
5492,16.8,35.33%,0.0092,0.099953952
5493,18.76,31.86%,0.0068,0.086924835
5494,12.82,36.55%,0.0087,0.070768323
5495,10.93,21.25%,0,0
5496,14.85,23.75%,0.0003,0.003396938
5497,0.15,24.04%,0.0005,0.00005697
5498,23.01,18.66%,0.0058,0.108554737
5499,18.94,5.48%,0.0065,0.116363572
5500,5.82,19.72%,0.0012,0.005606755
5501,12.78,22.53%,0.0009,0.008910599
5502,5.81,3.12%,0.0004,0.002251491
5503,8.54,32.26%,0.0061,0.035288476
5504,12.81,2.49%,0.0016,0.01998565
5505,14.67,30.51%,0.0092,0.093786484
5506,8.99,33.98%,0.0049,0.02908247
5507,12,23.59%,0.0091,0.08343972
5508,6.77,34.89%,0.0083,0.03658596
5509,14.19,19.62%,0,0
5510,7.45,17.28%,0.0021,0.012941544
5511,8.02,39.80%,0.0049,0.023657396
5512,10.33,35.12%,0.0017,0.011393577
5513,4.45,25.85%,0.0085,0.028047238
5514,13.11,36.38%,0.0084,0.070060889
5515,1.14,29.85%,0.001,0.00079971
5516,11.03,25.61%,0.0019,0.015589912
5517,2.87,9.35%,0.0018,0.004682979
5518,5.37,3.59%,0.0033,0.017084816
5519,0.18,28.79%,0.0046,0.000589619
5520,2.23,25.46%,0.0057,0.009474779
5521,2.02,28.18%,0.0034,0.004932598
5522,7.32,6.38%,0.0044,0.03015313
5523,0.56,31.93%,0.0079,0.003011417
5524,14.67,27.25%,0.0097,0.103522523
5525,13.99,3.53%,0.0039,0.052634997
5526,9.89,12.39%,0.0047,0.040723756
5527,21.07,24.61%,0.0077,0.122311982
5528,1.99,9.52%,0.0044,0.007922429
5529,4.1,5.74%,0.0096,0.037100736
5530,2.56,31.00%,0.0051,0.00900864
5531,4.26,27.06%,0.0084,0.02610085
5532,11.07,5.71%,0.0019,0.019832016
5533,20.72,4.41%,0.006,0.118837488
5534,24.34,10.23%,0.0015,0.032775027
5535,2.64,25.17%,0.0017,0.00335837
5536,6.12,38.76%,0.003,0.011243664
5537,24.77,20.28%,0.0012,0.023695973
5538,16.87,13.78%,0.0036,0.05236313
5539,17.71,32.54%,0.0072,0.086019595
5540,3.27,34.77%,0.0061,0.013011428
5541,9.44,3.11%,0.0005,0.004573208
5542,15.13,39.99%,0.0006,0.005447708
5543,6.05,15.78%,0.0066,0.033629046
5544,0.73,16.19%,0.0026,0.001590714
5545,16.11,27.73%,0.0047,0.054720676
5546,18.11,12.28%,0.0084,0.133443173
5547,19.78,38.48%,0.0014,0.017036118
5548,19.29,34.07%,0.0084,0.106830335
5549,7.69,30.34%,0.0058,0.031069753
5550,3.85,20.21%,0.0081,0.024882512
5551,8.52,20.53%,0.0046,0.031145882
5552,21.72,26.04%,0.0081,0.130119307
5553,18.22,35.71%,0.0094,0.110108197
5554,4.07,33.58%,0.0088,0.023788987
5555,13.44,15.87%,0.0038,0.042966874
5556,21.17,39.96%,0.0034,0.043215591
5557,12.01,24.87%,0.0069,0.06225948
5558,17.38,9.42%,0.0045,0.070842618
5559,1.19,35.81%,0.0082,0.00626366
5560,11.06,27.35%,0.0004,0.003214036
5561,15.6,27.45%,0.0082,0.09280596
5562,20.5,6.08%,0.007,0.1347752
5563,6.69,6.72%,0.0065,0.040562808
5564,4.21,10.68%,0.0067,0.025194492
5565,21.56,31.89%,0.0068,0.099854709
5566,8.3,16.44%,0.0049,0.033983852
5567,1.42,18.19%,0.0077,0.008945105
5568,17.86,31.03%,0.0069,0.08499449
5569,20.31,34.74%,0.0072,0.095431003
5570,5.29,3.53%,0.0015,0.007654895
5571,3.33,31.48%,0.0061,0.013918468
5572,10.1,29.25%,0.0049,0.035014175
5573,15.09,9.37%,0.006,0.082056402
5574,5.36,26.77%,0.0089,0.034933639
5575,18.81,12.37%,0.0033,0.05439457
5576,13.05,7.96%,0.0084,0.100894248
5577,16.34,14.02%,0.0086,0.120822535
5578,22.46,20.38%,0.0007,0.012517856
5579,20.63,11.46%,0.0014,0.025572123
5580,23.97,15.28%,0.0019,0.03858403
5581,6.19,19.84%,0.0043,0.021336187
5582,10.14,36.63%,0.0088,0.056546318
5583,22.33,6.09%,0.0098,0.205507009
5584,10.59,2.31%,0.0013,0.013448982
5585,24.81,0.48%,0.0078,0.192589114
5586,15.94,7.66%,0.0028,0.041213189
5587,17.73,11.76%,0.0023,0.03598339
5588,19.79,11.46%,0.0079,0.138424321
5589,23.53,11.34%,0.0079,0.164807414
5590,21.47,28.10%,0.0069,0.106514817
5591,22.15,3.39%,0.0017,0.036378496
5592,8.26,19.19%,0.0064,0.042719398
5593,24.94,19.38%,0.0016,0.032170605
5594,15.95,21.45%,0.0062,0.077678095
5595,10.6,29.58%,0.0029,0.021647108
5596,20.35,4.15%,0.0011,0.021456023
5597,15.29,39.51%,0.0075,0.069366908
5598,6.13,34.88%,0.0013,0.005189413
5599,17.71,28.71%,0.0029,0.036613831
5600,18.41,15.62%,0.008,0.124274864
5601,20.3,24.12%,0.0073,0.112446572
5602,17.48,18.83%,0.0051,0.072361432
5603,1.24,7.38%,0.0062,0.007120626
5604,7.58,31.71%,0.0093,0.048140353
5605,10.72,27.30%,0.0007,0.005455408
5606,12.7,19.12%,0.0091,0.093473016
5607,2.7,39.07%,0.0084,0.013818924
5608,15.62,39.44%,0.0007,0.00662163
5609,1.77,25.51%,0.0021,0.002768793
5610,17.73,17.46%,0.0062,0.09073292
5611,22.21,32.37%,0.0099,0.148704168
5612,0.33,2.89%,0.0023,0.000737065
5613,22.2,18.37%,0.0017,0.030807162
5614,3.59,3.32%,0.0029,0.010065355
5615,8.48,28.39%,0.0052,0.031577146
5616,5.38,16.81%,0.0064,0.028643981
5617,14.78,13.76%,0.001,0.012746272
5618,7.77,12.96%,0.0086,0.058161869
5619,6.94,4.06%,0.0025,0.01664559
5620,5.4,29.52%,0.0047,0.017887824
5621,8.67,29.94%,0.0098,0.05952718
5622,20.05,37.94%,0.0009,0.011198727
5623,10.86,30.86%,0.0049,0.03679216
5624,1.04,31.93%,0.0088,0.006229766
5625,8.33,12.70%,0.0052,0.037814868
5626,22.82,3.83%,0.0052,0.114119169
5627,0.62,28.81%,0.0013,0.000573791
5628,8.19,7.15%,0.0076,0.057793554
5629,19.67,8.93%,0.0018,0.032244244
5630,21.87,16.51%,0.0086,0.157029662
5631,9.28,29.55%,0.0006,0.003922656
5632,21.95,8.66%,0.0016,0.032078608
5633,0.64,12.05%,0.0016,0.000900608
5634,24.47,27.99%,0.0092,0.162111792
5635,15.91,22.01%,0.0061,0.075690075
5636,9.21,18.26%,0.0017,0.012798032
5637,22.46,0.26%,0.0039,0.087366256
5638,6.34,33.78%,0.0033,0.013854548
5639,6.35,14.98%,0.0091,0.049128807
5640,18.59,6.37%,0.0084,0.146208863
5641,13.42,30.99%,0.0072,0.066680222
5642,6.72,26.79%,0.0093,0.045753322
5643,10.34,30.87%,0.0037,0.026447755
5644,15.52,10.92%,0.0069,0.09539399
5645,6.45,19.47%,0.0059,0.030645692
5646,16.9,6.05%,0.0082,0.13019591
5647,19.69,17.79%,0.0022,0.035611728
5648,14,22.41%,0.0059,0.06408934
5649,16.83,10.28%,0.0064,0.096639206
5650,22.98,23.20%,0.0005,0.00882432
5651,7.78,23.29%,0.0055,0.032824209
5652,15.28,25.76%,0.0078,0.088482202
5653,18.14,11.78%,0.0096,0.153629837
5654,4.34,19.96%,0.0084,0.029179382
5655,0.23,39.46%,0.0071,0.000988618
5656,24.87,8.66%,0.0074,0.168100309
5657,20.66,5.10%,0.0061,0.119598674
5658,2.2,27.63%,0,0
5659,7.87,24.97%,0.0021,0.012400208
5660,24.31,26.14%,0.0086,0.154416148
5661,14.26,39.76%,0.0006,0.005154134
5662,13.87,23.51%,0.0072,0.076385974
5663,10.92,11.27%,0.0034,0.032943674
5664,24.79,10.71%,0.0068,0.150517939
5665,18.19,27.24%,0.0012,0.015882053
5666,5.16,8.24%,0.0089,0.042139862
5667,18.4,1.19%,0.0011,0.019999144
5668,11.53,15.46%,0.0026,0.025343401
5669,4.3,15.06%,0.0075,0.02739315
5670,9.22,37.03%,0.0036,0.020901002
5671,15.41,9.95%,0.0065,0.090198583
5672,20.96,25.90%,0,0
5673,2.68,2.31%,0.0048,0.012566842
5674,24.64,15.30%,0,0
5675,20.56,20.25%,0.004,0.0655864
5676,8.45,5.94%,0.0006,0.004768842
5677,11.03,11.26%,0.0004,0.003915209
5678,17.7,1.19%,0.003,0.05246811
5679,20.47,0.39%,0.0016,0.032624267
5680,20.37,12.75%,0.01,0.17772825
5681,20.82,27.15%,0.0042,0.063702954
5682,23.36,1.98%,0.0084,0.192338765
5683,9.79,5.49%,0.0069,0.06384245
5684,0.31,21.64%,0.0009,0.000218624
5685,18.43,39.06%,0.0062,0.0696337
5686,10.97,7.34%,0.0014,0.014230723
5687,13.92,8.88%,0.0044,0.055809178
5688,2.04,0.09%,0.0039,0.00794884
5689,23.82,35.48%,0.0003,0.004610599
5690,14.41,9.64%,0.0092,0.119792059
5691,10.99,9.24%,0.0076,0.075806382
5692,0.77,20.12%,0.0002,0.000123015
5693,17.83,5.92%,0.0082,0.137550605
5694,10.22,27.71%,0.0096,0.070925165
5695,10.89,23.04%,0.0097,0.081295157
5696,6.32,30.13%,0.0032,0.014130509
5697,14.43,7.90%,0.0096,0.127584288
5698,7.71,7.85%,0.0013,0.009236195
5699,15.5,7.27%,0.0065,0.093425475
5700,4.45,10.46%,0.0071,0.028290163
5701,23.23,30.60%,0.0034,0.054813508
5702,6.07,6.58%,0.0014,0.007938832
5703,13.15,13.73%,0.0079,0.08962159
5704,20.13,31.16%,0.0014,0.019400489
5705,2.41,5.90%,0.0058,0.013153298
5706,12.88,27.88%,0.0093,0.086388221
5707,24.86,2.44%,0.002,0.048506832
5708,12.38,1.79%,0.0098,0.1191523
5709,18.56,28.55%,0.009,0.11935008
5710,4.91,17.98%,0.0047,0.018927755
5711,24.84,9.33%,0.0069,0.155404753
5712,15.73,17.24%,0.006,0.078108888
5713,2.15,3.95%,0.0084,0.01734663
5714,8.02,14.36%,0.0062,0.042583634
5715,2.93,39.81%,0.0027,0.004761631
5716,23.26,6.87%,0.0074,0.160299081
5717,1.69,7.08%,0.0059,0.009265053
5718,9.77,37.47%,0.0054,0.032989577
5719,10.63,4.86%,0.0003,0.003034015
5720,18.9,14.48%,0.0098,0.158400144
5721,19.01,4.18%,0.0085,0.154830747
5722,9.6,28.71%,0.0035,0.02395344
5723,9.92,17.40%,0.0019,0.015568448
5724,9.96,16.01%,0.0078,0.065250151
5725,11.78,16.24%,0.0044,0.043414483
5726,10.49,14.81%,0.0024,0.021447434
5727,8.13,30.66%,0.0008,0.004509874
5728,1.59,6.61%,0.0036,0.005345644
5729,17.93,33.23%,0.009,0.107746749
5730,14.71,21.23%,0.0018,0.020856721
5731,20.43,21.30%,0.0034,0.054666594
5732,11.43,27.43%,0.0035,0.029031629
5733,22.59,15.96%,0.008,0.151877088
5734,21.19,4.78%,0.0042,0.084743896
5735,10.84,33.95%,0.0046,0.032935172
5736,20.76,18.37%,0.0085,0.144044298
5737,15.53,16.83%,0.0059,0.076206176
5738,11.58,2.68%,0.0043,0.048459521
5739,7.45,38.99%,0.0054,0.024544323
5740,5.8,33.37%,0.0084,0.032462136
5741,10.09,17.78%,0.0091,0.075493582
5742,8.76,2.19%,0.0022,0.018849943
5743,12.7,34.92%,0.0011,0.009091676
5744,15.34,23.16%,0.0097,0.114336383
5745,7.39,33.89%,0.0087,0.042504102
5746,19.89,28.22%,0.0035,0.049969647
5747,9.99,12.44%,0.0081,0.070852676
5748,11.03,1.35%,0.002,0.02176219
5749,24.7,37.75%,0.0073,0.112242975
5750,6.16,34.38%,0.0078,0.031529098
5751,10.74,38.50%,0.0016,0.01056816
5752,11.16,30.30%,0.0015,0.01166778
5753,12.7,12.44%,0.0008,0.008896096
5754,3.68,31.38%,0.0028,0.007070605
5755,3.84,25.82%,0.0034,0.009684941
5756,11.43,38.62%,0.0068,0.047706991
5757,23.45,35.91%,0.0023,0.034566942
5758,5.77,14.98%,0.0093,0.045622582
5759,4.78,24.78%,0.0032,0.011505651
5760,10.87,10.82%,0.0004,0.003877546
5761,24.96,13.75%,0.0035,0.075348
5762,18.19,15.59%,0.0078,0.119762596
5763,24.26,11.35%,0.0036,0.077423364
5764,11.92,22.20%,0.0028,0.025966528
5765,13.87,7.18%,0.0075,0.096556005
5766,3.56,2.63%,0.0014,0.004852921
5767,20.66,19.11%,0.0033,0.055149184
5768,16.43,6.84%,0.0053,0.081122796
5769,14.61,13.14%,0.0083,0.105329042
5770,10.07,15.69%,0.0096,0.081504163
5771,1.97,11.48%,0.0048,0.008370451
5772,11.86,21.12%,0.0001,0.000935517
5773,6.94,17.14%,0.0073,0.041978533
5774,15.07,11.60%,0.0072,0.095917536
5775,17.98,33.79%,0.0078,0.092855552
5776,6.74,28.21%,0.0084,0.040644626
5777,5.32,17.99%,0.0016,0.006980691
5778,6.95,12.59%,0.0064,0.038879968
5779,8.99,8.73%,0.0029,0.023795002
5780,24.7,37.66%,0.007,0.10778586
5781,17.84,8.20%,0.007,0.11463984
5782,16.97,12.48%,0.0035,0.051982504
5783,24.49,5.55%,0.0045,0.104088623
5784,15.26,20.86%,0.005,0.06038382
5785,0.8,6.74%,0.0092,0.006863936
5786,9.53,38.45%,0.0039,0.022876289
5787,19.11,2.43%,0.0098,0.182727145
5788,16.49,1.77%,0.0027,0.043734943
5789,19.08,4.87%,0.0063,0.114350065
5790,3.87,25.46%,0.0041,0.011827262
5791,7.87,13.96%,0.0009,0.006094213
5792,24.41,8.09%,0.0074,0.166020709
5793,17.55,37.97%,0.0035,0.038101928
5794,4.85,16.40%,0.0065,0.0263549
5795,0.38,21.34%,0.0082,0.002451046
5796,22.87,23.42%,0.0027,0.047287384
5797,23.59,35.55%,0.0069,0.10490591
5798,2.37,30.08%,0.008,0.013256832
5799,5.93,3.54%,0.0041,0.02345232
5800,21.28,5.63%,0.0059,0.118483422
5801,20.21,28.69%,0.0089,0.128264584
5802,23.02,37.79%,0.0083,0.118862159
5803,10.71,13.80%,0.0032,0.029542464
5804,13.79,16.13%,0.0003,0.003469702
5805,12.76,20.79%,0.0006,0.006064318
5806,14.41,23.92%,0.0035,0.038370948
5807,11.83,30.82%,0.0033,0.02700718
5808,12.34,22.81%,0.0035,0.033338361
5809,16.01,32.64%,0.0057,0.061470715
5810,22.11,31.93%,0.0007,0.010535194
5811,5.25,19.46%,0.0068,0.02875278
5812,20.92,0.72%,0.0065,0.135000944
5813,0.39,37.57%,0.0021,0.000511302
5814,9.99,11.48%,0.0082,0.072513814
5815,12.92,0.36%,0.0044,0.056643347
5816,14.78,3.97%,0.0065,0.092256021
5817,9.74,39.12%,0.0026,0.015417251
5818,4.37,1.94%,0.001,0.004285222
5819,5.52,5.87%,0.0031,0.016107526
5820,15.73,25.68%,0.0031,0.036240662
5821,23.49,5.56%,0.0039,0.086517428
5822,22.32,24.44%,0.0013,0.02192449
5823,11.03,6.69%,0.0032,0.032934698
5824,8.69,6.07%,0.0089,0.072646401
5825,12.21,38.69%,0.0058,0.043418516
5826,13.55,37.28%,0.0071,0.060339776
5827,19.86,4.04%,0.0043,0.081947921
5828,15.59,21.24%,0.0027,0.033152447
5829,21.07,32.62%,0.0045,0.063886347
5830,14.14,10.88%,0.0001,0.001260157
5831,11.1,11.07%,0.0078,0.076995594
5832,22.64,16.60%,0.0047,0.088744272
5833,4.16,35.58%,0.0087,0.023314886
5834,14.7,24.68%,0.0077,0.085254708
5835,6.61,14.03%,0.0018,0.010228711
5836,24.93,29.84%,0.0065,0.113690772
5837,17.38,26.92%,0.0037,0.046994825
5838,22.75,39.85%,0.0096,0.1313676
5839,8.86,3.56%,0.0044,0.03759617
5840,1.4,33.84%,0.0063,0.005835312
5841,17.06,18.80%,0.0051,0.070648872
5842,24.86,19.96%,0.0044,0.087550954
5843,9.51,0.82%,0.0066,0.062251319
5844,4.73,37.89%,0.0034,0.00998853
5845,18.1,10.31%,0.0028,0.045454892
5846,0.39,11.04%,0.009,0.003122496
5847,14.29,38.93%,0.0043,0.037525683
5848,22.9,30.34%,0.0076,0.121236264
5849,3.97,36.13%,0.0077,0.01952442
5850,5.84,11.07%,0.0015,0.007790268
5851,21.23,32.91%,0,0
5852,6.5,9.41%,0.0054,0.03179709
5853,18.07,18.67%,0.0097,0.142554411
5854,8.01,28.97%,0.0092,0.052343428
5855,20.64,20.99%,0.0074,0.120676714
5856,20.53,36.93%,0.008,0.103586168
5857,22.73,0.21%,0.0056,0.127020695
5858,4.32,23.94%,0.0095,0.031215024
5859,8.79,16.94%,0.0074,0.054027208
5860,11.72,2.73%,0.0044,0.050160194
5861,4.9,7.61%,0.0012,0.005432532
5862,7.67,22.18%,0.0024,0.014325106
5863,9.78,23.11%,0.0013,0.009775795
5864,9.56,4.17%,0.0013,0.011909752
5865,6.05,27.72%,0.0084,0.036732696
5866,17.44,19.79%,0.0075,0.10491468
5867,2.91,36.59%,0.0022,0.004059508
5868,4.82,0.25%,0.0066,0.03173247
5869,11.25,11.25%,0.0042,0.041934375
5870,6.15,20.98%,0.0093,0.045195489
5871,6.33,6.10%,0.0028,0.016642836
5872,4.53,36.55%,0,0
5873,15.12,22.73%,0.0018,0.021029803
5874,19.51,6.09%,0.0013,0.023818393
5875,18.78,17.68%,0.0068,0.105125933
5876,2.17,37.32%,0.0014,0.001904218
5877,3.39,39.48%,0.0073,0.014976884
5878,17.92,15.75%,0.0073,0.11021248
5879,12.63,7.26%,0.0037,0.043338329
5880,20.77,13.64%,0.0003,0.005381092
5881,15.1,38.79%,0.0095,0.087805745
5882,3.38,37.58%,0.0007,0.001476857
5883,0.09,13.70%,0.0015,0.000116505
5884,8.95,3.92%,0.0009,0.007739244
5885,8.71,24.59%,0.001,0.006568211
5886,11.31,8.52%,0.0077,0.079667188
5887,20.77,17.81%,0.0084,0.143395249
5888,11.51,39.90%,0.0055,0.038046305
5889,8.03,31.23%,0.0032,0.017671139
5890,11.35,8.64%,0.0086,0.089176496
5891,0.51,34.26%,0.0004,0.00013411
5892,23.62,38.47%,0.0024,0.034880126
5893,19.81,34.49%,0.0087,0.11290452
5894,9.26,39.10%,0.0007,0.003947538
5895,10.68,2.35%,0.0077,0.080303454
5896,6,16.11%,0.0041,0.02063694
5897,24.37,11.71%,0.0023,0.049487428
5898,17.77,33.67%,0.0053,0.062470257
5899,10.28,25.10%,0.0002,0.001539944
5900,20.75,21.99%,0.0081,0.131115308
5901,20.51,6.87%,0,0
5902,9.12,16.68%,0.0081,0.06155015
5903,5.54,35.23%,0.0017,0.006100039
5904,24.48,39.25%,0.0051,0.07584516
5905,6.66,5.93%,0.0009,0.005638556
5906,6.53,23.48%,0.0025,0.01249189
5907,14.35,1.23%,0.0038,0.053859281
5908,15.26,3.18%,0.0085,0.125585222
5909,18.68,1.72%,0.0029,0.053240242
5910,8.72,9.58%,0.0087,0.068596229
5911,15.32,26.63%,0.0033,0.037092937
5912,17.67,13.00%,0.0069,0.10607301
5913,12.54,23.69%,0.0018,0.017224693
5914,22.04,19.00%,0.0067,0.11961108
5915,3.57,26.85%,0.0085,0.022197368
5916,5.72,21.96%,0.0075,0.03347916
5917,11.67,36.95%,0.0045,0.033110708
5918,12.86,30.56%,0.0074,0.066081882
5919,16.96,31.17%,0.0021,0.024514493
5920,10.09,38.83%,0.005,0.030860265
5921,10.35,34.22%,0.0065,0.044253495
5922,15.58,32.06%,0.0095,0.100557994
5923,11.88,35.59%,0.001,0.007651908
5924,13.41,36.21%,0.0013,0.011120511
5925,10.32,7.40%,0.0092,0.087918144
5926,11.35,5.69%,0.0051,0.054591344
5927,9.23,34.60%,0.0057,0.034407594
5928,8.55,16.09%,0.007,0.050220135
5929,19.09,24.50%,0.0027,0.038914965
5930,20.83,7.61%,0.0016,0.030791739
5931,10.03,37.34%,0.0042,0.026396152
5932,17.31,1.06%,0.0015,0.025689771
5933,23.82,1.33%,0.0089,0.209178427
5934,1.82,35.03%,0.0003,0.000354736
5935,8.91,11.46%,0.0092,0.072578009
5936,5.96,29.52%,0.0045,0.018902736
5937,13.97,34.72%,0.0007,0.006383731
5938,3.95,19.83%,0.0096,0.030400464
5939,7.95,13.92%,0.0054,0.036954144
5940,8.92,26.56%,0.0035,0.022927968
5941,11.78,11.89%,0.006,0.062276148
5942,10.7,27.45%,0.0008,0.00621028
5943,2.83,32.00%,0.0042,0.00808248
5944,9.8,36.65%,0.0037,0.02297071
5945,11.11,23.82%,0.0066,0.055859747
5946,19.82,39.62%,0.0079,0.094541796
5947,16.21,28.82%,0.0016,0.018461245
5948,7.95,16.94%,0.0055,0.036317985
5949,10.87,22.49%,0.0046,0.03875655
5950,15.04,21.42%,0.0048,0.056728474
5951,22.11,25.42%,0.0061,0.100586792
5952,19.59,2.10%,0.0045,0.086303745
5953,3.83,9.01%,0.0084,0.029273303
5954,4.27,36.20%,0.0055,0.01498343
5955,17.34,13.20%,0.002,0.03010224
5956,5.27,24.30%,0.0038,0.015159682
5957,2.7,8.37%,0.0037,0.009153837
5958,13.9,14.01%,0.0088,0.105182968
5959,11.17,35.37%,0.0091,0.065694456
5960,1.22,12.23%,0.0009,0.000963715
5961,9.38,7.20%,0.0097,0.084435008
5962,23.37,35.43%,0.0093,0.140337084
5963,9.57,39.04%,0.0053,0.030919522
5964,21,11.99%,0.0032,0.05914272
5965,23.91,8.12%,0.0078,0.171354362
5966,0.17,6.56%,0.0074,0.001175475
5967,13.29,1.94%,0.0057,0.074283392
5968,16.02,3.47%,0.0097,0.150001828
5969,24.28,18.29%,0.0019,0.037694457
5970,22.37,33.21%,0.0008,0.011952738
5971,1.48,33.93%,0.0028,0.002737941
5972,0.31,25.91%,0.0017,0.000390454
5973,20.04,24.01%,0.002,0.030456792
5974,12.03,18.21%,0.0038,0.037389481
5975,6.42,6.98%,0.0008,0.004777507
5976,9.79,18.00%,0.0052,0.04174456
5977,2.55,37.42%,0.0084,0.013404636
5978,16.62,7.50%,0.007,0.1076145
5979,15.57,16.89%,0.0079,0.102227793
5980,3.97,9.93%,0.003,0.010727337
5981,21.03,22.57%,0.004,0.065134116
5982,21.54,37.12%,0.0061,0.082620547
5983,24.02,36.87%,0.0018,0.027294887
5984,13.48,6.58%,0.0078,0.098225525
5985,3.64,5.94%,0.007,0.023966488
5986,24.01,25.54%,0.0079,0.141234983
5987,19.05,17.16%,0.0088,0.138872976
5988,21.3,18.44%,0.0022,0.038219016
5989,21.26,4.25%,0.0043,0.087532735
5990,8.88,39.01%,0.0029,0.015706145
5991,0.58,28.60%,0.0087,0.003602844
5992,17.38,23.63%,0.0034,0.04512856
5993,4.77,17.77%,0.0058,0.022749752
5994,15.18,34.86%,0.0027,0.02669828
5995,4.81,25.95%,0.0034,0.012110137
5996,24.4,35.37%,0.0006,0.009461832
5997,12.98,38.87%,0.0015,0.011902011
5998,14.67,25.60%,0.0053,0.057846744
5999,6.5,34.85%,0.0065,0.027525875
6000,21.67,11.65%,0.0038,0.072752691
6001,14.73,23.18%,0.0088,0.099577157
6002,1.63,20.46%,0.0019,0.002463354
6003,21.26,5.64%,0.0067,0.134408271
6004,9.33,10.66%,0.0076,0.063349207
6005,1.92,24.88%,0.0077,0.011105741
6006,0.65,9.19%,0.0056,0.003305484
6007,0.1,17.73%,0.0068,0.000559436
6008,23.95,34.49%,0.0089,0.139637841
6009,0.15,18.78%,0.0036,0.000438588
6010,22.19,19.47%,0.0052,0.092921956
6011,10.06,35.48%,0.0099,0.064258049
6012,12.9,13.21%,0.0098,0.109719918
6013,2.78,9.97%,0.0059,0.014766721
6014,3.58,35.36%,0.0073,0.016893018
6015,11.88,17.44%,0.0077,0.075522586
6016,1.07,0.97%,0.0094,0.009960437
6017,4.08,38.26%,0.0042,0.010579766
6018,11.19,15.02%,0.0091,0.086534284
6019,15.26,3.04%,0.0077,0.113929939
6020,16.22,2.15%,0.0049,0.077769223
6021,22.23,29.13%,0.0029,0.045687763
6022,19.6,12.64%,0,0
6023,11.06,36.48%,0.009,0.063227808
6024,8.09,39.44%,0.0009,0.004409374
6025,20.78,7.55%,0.0052,0.099897772
6026,4.52,17.52%,0.008,0.029824768
6027,11.26,10.40%,0.0065,0.06557824
6028,20.81,1.19%,0.0069,0.141880291
6029,14.16,29.47%,0.0017,0.016977982
6030,21.24,9.31%,0.0056,0.107870314
6031,15.29,1.53%,0.0027,0.04065137
6032,9.98,2.89%,0.0081,0.078501782
6033,18.05,1.57%,0.0099,0.175889489
6034,19.37,16.70%,0.0025,0.040338025
6035,1.01,14.67%,0.0042,0.003619699
6036,9.26,27.92%,0.0081,0.054064325
6037,20.16,29.64%,0.0054,0.07659671
6038,15.17,0.90%,0.0081,0.121771107
6039,24.23,2.76%,0.0093,0.219119644
6040,22.94,35.93%,0.0095,0.139627751
6041,17.21,15.42%,0.0054,0.078603577
6042,24.69,32.31%,0.0018,0.03008279
6043,4.31,9.47%,0.0083,0.032385297
6044,12.08,23.31%,0.0084,0.077818877
6045,24.49,3.29%,0.0033,0.078158121
6046,9.91,4.80%,0.0085,0.08019172
6047,24.17,25.70%,0.0098,0.175991438
6048,4.65,24.87%,0.0087,0.030393842
6049,16.61,11.93%,0.0036,0.052662337
6050,17.3,2.16%,0.0072,0.121869504
6051,14.27,30.72%,0.0023,0.022738389
6052,8.14,23.76%,0.0019,0.011791278
6053,8.64,12.41%,0.0069,0.052217654
6054,7.35,26.39%,0.0042,0.022723407
6055,1.88,7.84%,0.0004,0.000693043
6056,15.59,22.31%,0.0081,0.098106155
6057,17.03,20.59%,0.0047,0.063560558
6058,14.85,32.99%,0.0014,0.013931379
6059,16.1,25.22%,0.0003,0.003611874
6060,11.94,29.87%,0.001,0.008373522
6061,19.58,29.55%,0.0043,0.059314673
6062,7.28,39.13%,0.0037,0.016395943
6063,13.31,22.79%,0.0093,0.095572854
6064,11.87,29.05%,0.0055,0.046319708
6065,20.49,35.52%,0.0005,0.006605976
6066,14.42,34.87%,0.0027,0.025357714
6067,23.43,17.38%,0.0001,0.001935787
6068,5.93,29.01%,0.0022,0.009261355
6069,5.15,27.93%,0.0042,0.015588741
6070,24.35,17.40%,0.005,0.1005655
6071,1.99,15.11%,0.001,0.001689311
6072,16.75,22.81%,0.0048,0.06206076
6073,6.7,5.37%,0.0057,0.036139197
6074,6.46,13.50%,0.0092,0.05140868
6075,21.63,3.80%,0.0086,0.178949316
